ImageNumber,ObjectNumber,AreaShape_Area,Location_Center_X,Location_Center_Y
1,755,173,225.849710983,1075.34104046
1,756,89,974.730337079,1079.29213483
1,757,393,1083.70992366,1081.92875318
1,758,339,94.8200589971,1084.76696165
1,759,225,53.6933333333,1078.08
1,760,168,190.327380952,1085.66071429
1,761,144,1406.20833333,1092.47222222
1,762,190,1980.76842105,1087.92105263
1,763,236,738.966101695,1092.09322034
1,764,258,831.984496124,1094.9496124
1,765,79,1007.02531646,1096.51898734
1,766,242,1266.16115702,1088.7107438
1,767,202,1539.1039604,1095.54950495
1,768,452,269.196902655,1093.09955752
1,769,266,941.229323308,1098.34210526
1,770,46,706.673913043,1098.89130435
1,771,927,1193.30744337,1110.55555556
1,772,452,1070.95575221,1102.58185841
1,773,157,1142.45859873,1098.23566879
1,774,144,976.472222222,1103.95138889
1,775,363,630.743801653,1105.91184573
1,776,193,1433.37305699,1106.85492228
1,777,193,1642.51295337,1108.7253886
1,778,275,916.28,1108.03272727
1,779,234,1880.12393162,1113.74786325
1,780,78,758.666666667,1109.37179487
1,781,355,1169.15211268,1112.66760563
1,782,110,65.6090909091,1108.9
1,783,309,678.812297735,1110.46925566
1,784,295,622.86779661,1117.64745763
1,785,276,943.663043478,1120.65942029
1,786,942,1032.78874735,1113.83970276
1,787,187,898.898395722,1117.27272727
1,788,249,280.851405622,1124.27309237
1,789,150,545.706666667,1126.25333333
1,790,230,266.560869565,1127.96521739
1,791,277,1176.36823105,1127.70036101
1,792,250,1151.904,1131.016
1,793,48,426.395833333,1130.3125
1,794,557,1296.63195691,1135.62657092
1,795,248,783.225806452,1134.73387097
1,796,126,994.103174603,1128.94444444
1,797,115,421.086956522,1138.4
1,798,534,1119.20786517,1139.15543071
1,799,74,101.040540541,1139.41891892
1,800,263,1172.74524715,1142.15209125
1,801,536,1198.26492537,1145.81529851
1,802,206,343.485436893,1145.68932039
1,803,119,267.647058824,1150.42016807
1,804,251,578.083665339,1150.80478088
1,805,832,1892.79447115,1150.49278846
1,806,105,1941.07619048,1145.87619048
1,807,250,764.532,1149.896
1,808,199,1525.48743719,1153.47236181
1,809,211,1819.42180095,1154.61611374
1,810,221,432.131221719,1161.29864253
1,811,278,1128.17625899,1158.46402878
1,812,247,120.886639676,1160.72469636
1,813,213,522.55399061,1157.05164319
1,814,71,4.45070422535,1161.23943662
1,815,70,847.071428571,1162.44285714
1,816,149,1282.67785235,1162.03355705
1,817,167,12.251497006,1162.61077844
1,818,336,1882.3125,1167.80059524
1,819,206,250.805825243,1167.3592233
1,820,132,1870.09090909,1167.35606061
1,821,162,532.154320988,1173.74691358
1,822,182,915.175824176,1170.85164835
1,823,173,44.4393063584,1172.82080925
1,824,158,579.35443038,1177.1835443
1,825,203,212.684729064,1175.33004926
1,826,53,360.283018868,1176.45283019
1,827,382,1340.41099476,1182.38219895
1,828,288,1106.13541667,1184.15625
1,829,446,599.412556054,1182.02017937
1,830,253,1893.52173913,1184.71541502
1,831,273,447.424908425,1184.29304029
1,832,103,40.2912621359,1184.31067961
1,833,236,1175.36016949,1190.35169492
1,834,69,1288.92753623,1189.5942029
1,835,267,1967.58052434,1192.10486891
1,836,45,114.0,1190.33333333
1,837,110,1338.21818182,1192.21818182
1,838,147,1363.93197279,1194.03401361
1,839,112,1840.78571429,1191.14285714
1,840,212,137.405660377,1190.57075472
1,841,312,993.278846154,1193.01923077
1,842,195,655.087179487,1197.90769231
1,843,46,748.326086957,1196.65217391
1,844,452,1028.01106195,1197.80088496
1,845,234,1985.48717949,1191.65384615
1,846,589,1161.80814941,1201.29541596
1,847,590,195.220338983,1198.58813559
1,848,193,701.424870466,1201.48704663
1,849,181,1387.37016575,1197.20994475
1,850,223,773.331838565,1201.01793722
1,851,300,1063.50333333,1201.70333333
1,852,255,814.152941176,1203.52156863
1,853,472,1082.84322034,1202.13559322
1,854,200,1691.545,1206.775
1,855,148,1946.44594595,1209.20945946
1,856,280,1035.875,1212.15357143
1,857,169,11.899408284,1220.81065089
1,858,75,324.546666667,1214.52
1,859,187,1020.29411765,1216.09090909
1,860,287,1358.44250871,1220.42160279
1,861,70,237.857142857,1219.07142857
1,862,109,854.577981651,1218.66972477
1,863,682,1062.0058651,1223.46187683
1,864,226,129.986725664,1220.61061947
1,865,192,1451.83333333,1225.25
1,866,329,900.215805471,1225.57446809
1,867,306,940.673202614,1222.25163399
1,868,321,538.193146417,1224.08099688
1,869,277,414.429602888,1222.58844765
1,870,108,573.916666667,1229.37962963
1,871,84,676.380952381,1238.41666667
1,872,205,1218.98536585,1234.69756098
1,873,269,1944.57992565,1236.26394052
1,874,89,27.4382022472,1240.74157303
1,875,107,35.7757009346,1241.51401869
1,876,283,701.939929329,1243.42756184
1,877,351,1148.74358974,1242.53846154
1,878,180,668.522222222,1240.88333333
1,879,278,773.007194245,1246.62230216
1,880,210,1864.07142857,1244.94285714
1,881,216,1349.33796296,1239.63425926
1,882,136,1013.19852941,1244.04411765
1,883,157,1049.73248408,1245.4522293
1,884,155,1084.56129032,1245.6
1,885,58,1328.32758621,1246.82758621
1,886,164,483.792682927,1247.56707317
1,887,285,852.642105263,1253.93684211
1,888,110,1641.3,1250.64545455
1,889,571,1964.9614711,1260.56217163
1,890,297,1985.86195286,1250.73737374
1,891,67,475.746268657,1252.92537313
1,892,113,901.123893805,1255.7079646
1,893,139,1044.05035971,1253.64028777
1,894,287,1166.08013937,1250.40418118
1,895,247,122.109311741,1250.51821862
1,896,250,315.752,1261.796
1,897,353,997.249291785,1256.67988669
1,898,672,1075.1889881,1261.58482143
1,899,350,1316.46285714,1260.70285714
1,900,266,654.266917293,1267.5112782
1,901,57,919.98245614,1264.68421053
1,902,329,1340.6443769,1261.86322188
1,903,249,1939.42168675,1265.05220884
1,904,167,570.077844311,1270.4491018
1,905,211,986.194312796,1269.30805687
1,906,48,1806.45833333,1271.04166667
1,907,199,473.271356784,1271.08040201
1,908,569,1986.77855888,1279.17223199
1,909,190,769.373684211,1275.05789474
1,910,160,651.675,1279.6625
1,911,353,1927.21813031,1276.18696884
1,912,74,1961.0,1278.13513514
1,913,139,1879.58992806,1278.5971223
1,914,286,1890.17832168,1284.18531469
1,915,267,723.985018727,1282.23970037
1,916,193,681.139896373,1282.89119171
1,917,276,1070.11231884,1285.25362319
1,918,184,1252.14130435,1283.64673913
1,919,237,754.181434599,1290.75105485
1,920,376,1172.21808511,1288.5106383
1,921,231,192.359307359,1288.0995671
1,922,221,556.846153846,1285.98642534
1,923,55,1848.6,1288.38181818
1,924,263,345.47148289,1289.43726236
1,925,100,413.25,1293.16
1,926,94,177.946808511,1292.73404255
1,927,198,1521.84343434,1294.55050505
1,928,198,1690.78787879,1298.75757576
1,929,441,1861.50340136,1300.31746032
1,930,237,1023.12236287,1298.68776371
1,931,477,1107.51781971,1294.36477987
1,932,293,1304.40614334,1295.45733788
1,933,274,963.222627737,1300.12043796
1,934,625,1155.1472,1305.5168
1,935,783,1887.1660281,1311.36781609
1,936,983,1940.39471007,1310.27263479
1,937,256,479.6640625,1308.0625
1,938,284,690.605633803,1310.63380282
1,939,419,1908.575179,1310.64677804
1,940,440,1968.65,1307.44545455
1,941,685,1290.68175182,1318.55182482
1,942,535,1990.22803738,1305.94766355
1,943,140,269.935714286,1311.20714286
1,944,207,1122.30434783,1316.69082126
1,945,291,1683.34020619,1323.82130584
1,946,416,137.629807692,1318.0
1,947,52,597.25,1321.86538462
1,948,232,895.137931034,1321.26293103
1,949,486,1814.80246914,1321.06790123
1,950,589,1917.43633277,1327.57724958
1,951,319,1851.96865204,1323.62068966
1,952,234,925.854700855,1325.9957265
1,953,327,1966.3058104,1326.79510703
1,954,214,148.588785047,1334.53271028
1,955,219,988.01826484,1328.33789954
1,956,273,1031.30769231,1328.15018315
1,957,363,308.91184573,1322.75757576
1,958,147,601.557823129,1332.74829932
1,959,305,1063.84918033,1331.41311475
1,960,246,1759.32520325,1336.52439024
1,961,201,1993.80597015,1330.47263682
1,962,198,813.843434343,1332.81818182
1,963,269,1841.85501859,1332.55390335
1,964,430,1103.20697674,1331.61162791
1,965,675,1952.70666667,1338.76444444
1,966,81,482.765432099,1337.80246914
1,967,399,1121.57393484,1336.32080201
1,968,157,258.904458599,1342.71974522
1,969,253,1986.18972332,1340.5256917
1,970,240,24.6666666667,1343.0625
1,971,271,530.350553506,1342.74907749
1,972,101,1716.12871287,1339.0
1,973,312,1141.40705128,1338.18910256
1,974,1029,1894.07968902,1346.02137998
1,975,274,1816.29562044,1343.75182482
1,976,180,424.411111111,1349.21666667
1,977,323,1851.34055728,1347.82972136
1,978,230,1052.38695652,1347.1826087
1,979,104,147.846153846,1348.99038462
1,980,130,916.253846154,1349.2
1,981,417,1158.46043165,1348.69304556
1,982,229,1542.2139738,1349.01746725
1,983,144,483.444444444,1345.95833333
1,984,213,1111.27230047,1352.44600939
1,985,231,1015.87878788,1354.0995671
1,986,989,1867.4752275,1348.12740142
1,987,233,1989.76824034,1352.91845494
1,988,716,1926.11173184,1350.12849162
1,989,124,1784.13709677,1357.67741935
1,990,335,134.185074627,1357.52238806
1,991,449,1508.26057906,1368.74387528
1,992,334,1964.26646707,1361.26946108
1,993,319,619.755485893,1363.67398119
1,994,149,686.463087248,1361.48993289
1,995,257,959.431906615,1359.50194553
1,996,358,1913.66759777,1365.67597765
1,997,203,1120.9408867,1366.27093596
1,998,164,1623.3597561,1364.94512195
1,999,538,1942.19702602,1363.8401487
1,1000,311,976.414790997,1367.51446945
1,1001,209,1778.55023923,1366.99043062
1,1002,244,728.151639344,1367.00819672
1,1003,191,1804.10994764,1368.09947644
1,1004,186,1887.04301075,1369.8655914
1,1005,262,186.748091603,1374.88167939
1,1006,172,1745.0,1371.8255814
1,1007,250,116.1,1371.968
1,1008,98,754.357142857,1374.07142857
1,1009,217,1001.52073733,1373.4516129
1,1010,367,1834.26702997,1374.58038147
1,1011,293,475.737201365,1373.2662116
1,1012,113,539.548672566,1380.21238938
1,1013,170,1699.69411765,1375.28823529
1,1014,652,1870.96165644,1378.79141104
1,1015,208,1765.88942308,1377.40865385
1,1016,227,886.960352423,1377.18502203
1,1017,136,263.279411765,1380.70588235
1,1018,72,291.944444444,1381.22222222
1,1019,211,1191.52606635,1377.492891
1,1020,198,1850.84848485,1382.58080808
1,1021,351,1785.41880342,1384.09401709
1,1022,643,1899.68895801,1385.08087092
1,1023,76,859.921052632,1385.60526316
1,1024,220,753.663636364,1385.20909091
1,1025,285,808.164912281,1382.58596491
1,1026,402,303.253731343,1390.51741294
1,1027,217,577.419354839,1391.89861751
1,1028,167,612.497005988,1393.4011976
1,1029,428,1153.97897196,1384.04205607
1,1030,530,659.526415094,1392.11698113
1,1031,259,179.38996139,1393.06949807
1,1032,182,231.17032967,1392.04395604
1,1033,690,1926.15362319,1389.78985507
1,1034,208,127.288461538,1396.49519231
1,1035,433,1484.36027714,1396.05080831
1,1036,843,1817.58718861,1391.05456702
1,1037,84,1035.0,1395.03571429
1,1038,231,21.354978355,1399.61038961
1,1039,269,1085.99256506,1396.28624535
1,1040,191,630.146596859,1400.48691099
1,1041,274,715.740875912,1400.20072993
1,1042,108,1271.03703704,1400.65740741
1,1043,246,1723.82113821,1400.07723577
1,1044,161,1778.73913043,1401.17391304
1,1045,160,728.29375,1409.6375
1,1046,176,1837.74431818,1409.39772727
1,1047,911,1849.18880351,1399.56641054
1,1048,482,1879.906639,1402.79045643
1,1049,409,1424.49388753,1406.34718826
1,1050,102,545.421568627,1410.56862745
1,1051,178,1014.92696629,1406.5505618
1,1052,1049,1906.67206864,1414.72735939
1,1053,149,1406.91275168,1409.32214765
1,1054,422,1805.24881517,1413.11137441
1,1055,387,1076.87855297,1413.75710594
1,1056,72,626.819444444,1412.40277778
1,1057,297,1723.40740741,1419.32323232
1,1058,275,144.989090909,1415.84363636
1,1059,101,554.633663366,1413.73267327
1,1060,438,1857.956621,1423.23972603
1,1061,197,688.274111675,1417.32994924
1,1062,297,1780.43097643,1418.63636364
1,1063,156,724.217948718,1420.03846154
1,1064,403,1877.71712159,1424.47890819
1,1065,175,1232.40571429,1427.56571429
1,1066,172,829.976744186,1424.94767442
1,1067,76,1032.14473684,1425.39473684
1,1068,102,1742.0,1425.67647059
1,1069,80,906.6375,1421.9625
1,1070,286,397.27972028,1426.40559441
1,1071,311,1086.06430868,1429.01607717
1,1072,331,937.392749245,1430.14501511
1,1073,382,1124.35340314,1430.92146597
1,1074,287,1797.0174216,1430.94773519
1,1075,116,847.086206897,1434.22413793
1,1076,276,218.887681159,1433.43478261
1,1077,287,782.327526132,1427.85365854
1,1078,1148,1827.79442509,1432.8684669
1,1079,101,489.792079208,1436.2970297
1,1080,265,1139.66037736,1438.29056604
1,1081,288,1249.38888889,1435.86111111
1,1082,214,1924.47196262,1435.01401869
1,1083,271,869.929889299,1430.18081181
1,1084,224,464.299107143,1439.16964286
1,1085,76,1739.69736842,1437.23684211
1,1086,361,1763.14958449,1442.70914127
1,1087,196,307.734693878,1441.93367347
1,1088,261,913.777777778,1444.96934866
1,1089,277,895.23465704,1441.67509025
1,1090,218,947.844036697,1444.5
1,1091,338,1119.06804734,1450.08579882
1,1092,232,1809.43965517,1446.86637931
1,1093,533,1852.34896811,1445.66228893
1,1094,454,1873.5154185,1444.79515419
1,1095,289,1153.90311419,1448.60207612
1,1096,208,1716.46153846,1445.45192308
1,1097,51,520.0,1448.37254902
1,1098,555,1782.5045045,1452.51711712
1,1099,218,406.495412844,1454.49082569
1,1100,87,510.287356322,1449.3908046
1,1101,393,1824.56997455,1457.72010178
1,1102,141,795.283687943,1455.97163121
1,1103,300,717.843333333,1460.05333333
1,1104,286,924.0,1456.77972028
1,1105,247,1633.34008097,1457.25506073
1,1106,87,732.804597701,1463.74712644
1,1107,422,1806.492891,1465.47867299
1,1108,201,98.2935323383,1469.21393035
1,1109,82,122.146341463,1461.76829268
1,1110,160,978.10625,1463.25625
1,1111,204,1840.08823529,1465.25980392
1,1112,292,202.794520548,1468.6130137
1,1113,320,1153.1375,1464.953125
1,1114,285,453.996491228,1463.54385965
1,1115,47,789.510638298,1465.82978723
1,1116,258,686.76744186,1473.53488372
1,1117,104,1031.59615385,1466.125
1,1118,141,1942.56028369,1471.34751773
1,1119,248,875.298387097,1469.34274194
1,1120,234,1178.84188034,1468.83760684
1,1121,124,1861.84677419,1467.9516129
1,1122,169,314.875739645,1473.27218935
1,1123,692,1643.68930636,1468.89739884
1,1124,589,1767.15619694,1478.91850594
1,1125,262,997.0,1476.88549618
1,1126,109,263.559633028,1480.0733945
1,1127,456,1100.22368421,1481.10964912
1,1128,418,1788.91148325,1478.3062201
1,1129,396,1821.91161616,1478.73989899
1,1130,328,240.676829268,1485.47865854
1,1131,332,628.295180723,1488.00903614
1,1132,136,1839.25,1487.09558824
1,1133,341,512.824046921,1489.01759531
1,1134,309,1117.22977346,1490.55339806
1,1135,218,200.981651376,1486.25688073
1,1136,292,1023.53082192,1491.31164384
1,1137,504,1233.10714286,1488.37301587
1,1138,296,848.125,1496.36148649
1,1139,259,888.154440154,1496.45945946
1,1140,115,799.869565217,1495.45217391
1,1141,159,1738.01257862,1494.42138365
1,1142,726,1798.35674931,1499.33471074
1,1143,208,179.057692308,1499.01923077
1,1144,221,342.592760181,1497.37556561
1,1145,142,1407.94366197,1500.21126761
1,1146,525,1769.81904762,1497.60571429
1,1147,379,1820.20844327,1497.65963061
1,1148,282,1874.04255319,1502.16666667
1,1149,258,59.6511627907,1495.98449612
1,1150,268,373.675373134,1497.65671642
1,1151,420,818.419047619,1503.23333333
1,1152,421,982.033254157,1502.98574822
1,1153,222,774.936936937,1498.8018018
1,1154,340,1086.80294118,1505.45588235
1,1155,196,519.173469388,1504.88265306
1,1156,254,1694.77952756,1504.2007874
1,1157,173,839.242774566,1512.49710983
1,1158,560,1767.95178571,1519.23928571
1,1159,426,1866.75821596,1520.44835681
1,1160,398,1218.34422111,1512.97487437
1,1161,216,1274.99537037,1520.20833333
1,1162,846,1816.25059102,1521.89952719
1,1163,54,41.6296296296,1517.87037037
1,1164,225,927.951111111,1522.76444444
1,1165,236,1612.43644068,1520.30508475
1,1166,287,1109.3902439,1523.58188153
1,1167,284,909.767605634,1526.92605634
1,1168,283,665.597173145,1526.22968198
1,1169,334,1747.0239521,1519.00898204
1,1170,427,1206.31615925,1521.54800937
1,1171,273,701.164835165,1521.72893773
1,1172,134,752.850746269,1522.98507463
1,1173,286,1083.95104895,1523.27622378
1,1174,246,1031.29268293,1525.03252033
1,1175,212,1841.36320755,1525.25471698
1,1176,257,1686.57587549,1537.85992218
1,1177,291,1992.5532646,1528.57731959
1,1178,231,1273.56709957,1533.64502165
1,1179,633,1791.48815166,1528.5450237
1,1180,229,1895.6069869,1531.31004367
1,1181,118,1118.55084746,1533.34745763
1,1182,154,1021.57792208,1533.84415584
1,1183,243,559.938271605,1538.85185185
1,1184,99,938.222222222,1536.60606061
1,1185,182,979.934065934,1537.99450549
1,1186,302,917.731788079,1545.95033113
1,1187,233,1218.12446352,1540.65236052
1,1188,133,1559.02255639,1544.02255639
1,1189,395,1737.5721519,1544.18734177
1,1190,232,1768.22413793,1548.37931034
1,1191,377,1015.09018568,1546.45888594
1,1192,224,1509.04017857,1545.94196429
1,1193,243,1491.95061728,1544.2345679
1,1194,287,714.055749129,1551.81533101
1,1195,391,487.138107417,1551.95140665
1,1196,111,1760.72072072,1553.73873874
1,1197,275,1050.80363636,1553.17454545
1,1198,246,1399.7398374,1555.11382114
1,1199,495,1076.3030303,1555.14343434
1,1200,528,1801.98863636,1558.84469697
1,1201,275,631.218181818,1554.53818182
1,1202,290,1027.15862069,1556.32758621
1,1203,147,1092.97959184,1557.02040816
1,1204,576,1741.48784722,1560.95486111
1,1205,260,809.226923077,1557.06923077
1,1206,207,1678.49758454,1563.30434783
1,1207,638,1782.37147335,1564.65047022
1,1208,173,147.317919075,1567.64739884
1,1209,271,1635.37269373,1571.47601476
1,1210,205,526.853658537,1576.33658537
1,1211,322,613.186335404,1573.39751553
1,1212,247,875.291497976,1577.47773279
1,1213,443,1712.44469526,1574.06997743
1,1214,264,940.102272727,1575.9469697
1,1215,236,1199.13983051,1571.88135593
1,1216,872,1212.49541284,1577.23394495
1,1217,284,1480.07042254,1573.54225352
1,1218,837,1749.90561529,1577.44444444
1,1219,302,639.453642384,1586.23178808
1,1220,238,1930.7605042,1578.8907563
1,1221,302,965.960264901,1584.78807947
1,1222,255,256.039215686,1587.65882353
1,1223,396,445.452020202,1592.69444444
1,1224,173,896.606936416,1588.42774566
1,1225,356,1196.00561798,1591.33146067
1,1226,322,739.394409938,1588.22049689
1,1227,87,1994.95402299,1593.01149425
1,1228,88,374.465909091,1591.65909091
1,1229,87,828.862068966,1593.20689655
1,1230,409,1962.77261614,1595.18826406
1,1231,291,1020.20274914,1595.97938144
1,1232,159,87.0,1600.9245283
1,1233,139,1676.76258993,1601.30215827
1,1234,106,683.877358491,1601.51886792
1,1235,909,1773.20572057,1593.95709571
1,1236,57,568.754385965,1601.26315789
1,1237,383,1876.43342037,1600.7232376
1,1238,165,741.672727273,1604.86060606
1,1239,347,1854.40057637,1605.30259366
1,1240,816,1703.12867647,1610.76102941
1,1241,468,1720.62606838,1603.46153846
1,1242,334,1032.20658683,1607.98502994
1,1243,429,1747.1958042,1615.46620047
1,1244,214,302.172897196,1612.52336449
1,1245,205,1580.48292683,1614.39512195
1,1246,98,989.979591837,1614.23469388
1,1247,691,1727.41099855,1620.08248915
1,1248,250,455.248,1611.184
1,1249,68,700.691176471,1612.82352941
1,1250,244,1042.73360656,1620.84016393
1,1251,199,520.829145729,1617.85929648
1,1252,180,717.811111111,1616.23888889
1,1253,150,1377.64666667,1619.96666667
1,1254,73,1865.60273973,1615.87671233
1,1255,197,463.720812183,1625.05076142
1,1256,120,899.108333333,1618.9
1,1257,246,868.12601626,1618.67886179
1,1258,162,1791.32098765,1618.83333333
1,1259,251,560.972111554,1621.14741036
1,1260,382,805.285340314,1622.61518325
1,1261,220,139.204545455,1619.66818182
1,1262,993,1190.57401813,1627.40584089
1,1263,288,1780.60416667,1628.61458333
1,1264,196,63.0612244898,1625.11734694
1,1265,187,839.165775401,1630.14973262
1,1266,256,660.4609375,1635.75390625
1,1267,201,223.333333333,1630.7960199
1,1268,263,1754.68821293,1632.91634981
1,1269,130,1769.67692308,1631.68461538
1,1270,199,157.824120603,1641.70351759
1,1271,71,1023.78873239,1640.91549296
1,1272,206,1845.46601942,1640.08252427
1,1273,149,933.362416107,1647.11409396
1,1274,132,1105.43181818,1648.0
1,1275,136,345.169117647,1649.70588235
1,1276,485,1714.3814433,1647.92164948
1,1277,295,1690.57288136,1650.59661017
1,1278,68,711.161764706,1649.14705882
1,1279,553,1075.47920434,1651.51356239
1,1280,589,1057.21222411,1644.32767402
1,1281,649,1182.57627119,1658.98767334
1,1282,222,1257.22972973,1653.71621622
1,1283,142,1741.16901408,1650.0915493
1,1284,145,1106.55172414,1660.91034483
1,1285,217,1197.08294931,1656.24884793
1,1286,322,1722.09627329,1662.87267081
1,1287,415,874.809638554,1663.15180723
1,1288,256,949.73046875,1664.80859375
1,1289,240,966.458333333,1662.72083333
1,1290,96,671.291666667,1664.38541667
1,1291,76,84.9736842105,1667.0
1,1292,204,73.9166666667,1669.11764706
1,1293,143,660.251748252,1664.72727273
1,1294,117,1083.67521368,1668.45299145
1,1295,176,913.397727273,1675.51704545
1,1296,186,470.956989247,1672.01075269
1,1297,125,729.928,1672.664
1,1298,143,1169.97202797,1672.8951049
1,1299,221,1849.45248869,1672.59276018
1,1300,262,1957.69083969,1676.93129771
1,1301,123,1600.62601626,1674.07317073
1,1302,367,1737.28337875,1665.13079019
1,1303,264,813.333333333,1678.03787879
1,1304,244,792.729508197,1679.43442623
1,1305,47,520.0,1680.25531915
1,1306,194,592.835051546,1681.19587629
1,1307,259,1699.77992278,1680.74131274
1,1308,957,1759.37304075,1680.03343783
1,1309,204,767.985294118,1689.39215686
1,1310,143,5.0,1690.16783217
1,1311,263,228.121673004,1687.60836502
1,1312,164,995.353658537,1685.97560976
1,1313,251,23.7888446215,1690.27888446
1,1314,250,638.56,1686.748
1,1315,420,1423.85714286,1691.0547619
1,1316,434,1076.44009217,1689.46543779
1,1317,88,43.2840909091,1694.88636364
1,1318,217,1104.4562212,1697.59907834
1,1319,537,1675.30540037,1691.42458101
1,1320,216,127.925925926,1693.36574074
1,1321,528,1730.6155303,1695.78787879
1,1322,95,841.178947368,1695.94736842
1,1323,260,1028.0,1698.34230769
1,1324,403,1705.18610422,1700.03970223
1,1325,88,622.295454545,1706.28409091
1,1326,662,720.409365559,1696.97280967
1,1327,88,887.977272727,1707.23863636
1,1328,433,1686.99076212,1707.74133949
1,1329,217,693.32718894,1706.99539171
1,1330,220,1040.87727273,1710.67727273
1,1331,234,1074.86752137,1708.65811966
1,1332,234,966.824786325,1709.95299145
1,1333,288,1745.65625,1707.03819444
1,1334,332,387.870481928,1705.53313253
1,1335,241,20.4481327801,1707.34024896
1,1336,280,989.771428571,1711.65
1,1337,228,1780.25877193,1717.67105263
1,1338,926,1717.22894168,1721.63714903
1,1339,442,1920.59502262,1717.4479638
1,1340,157,294.292993631,1723.18471338
1,1341,238,824.777310924,1720.36554622
1,1342,204,1978.78431373,1722.44117647
1,1343,235,595.510638298,1722.50638298
1,1344,235,1885.97021277,1727.34042553
1,1345,168,882.166666667,1730.04166667
1,1346,227,371.035242291,1729.15859031
1,1347,154,1641.16883117,1728.85714286
1,1348,161,962.608695652,1728.50931677
1,1349,420,1691.77380952,1727.88571429
1,1350,241,522.058091286,1730.44813278
1,1351,172,937.604651163,1730.5872093
1,1352,217,1749.99078341,1734.57142857
1,1353,476,1738.47268908,1727.23739496
1,1354,625,1081.024,1732.2656
1,1355,171,1165.58479532,1739.41520468
1,1356,306,922.049019608,1739.85947712
1,1357,267,1599.94007491,1737.94756554
1,1358,502,1674.24701195,1746.6812749
1,1359,373,273.750670241,1745.50134048
1,1360,350,1629.74,1747.68285714
1,1361,49,413.551020408,1745.91836735
1,1362,428,457.01635514,1746.44626168
1,1363,266,1254.78571429,1745.61654135
1,1364,284,907.36971831,1748.20070423
1,1365,462,1700.03679654,1745.34199134
1,1366,163,1490.28220859,1749.59509202
1,1367,190,1822.81052632,1752.36315789
1,1368,208,741.163461538,1754.40384615
1,1369,169,627.195266272,1755.0591716
1,1370,371,875.603773585,1748.65768194
1,1371,283,996.134275618,1760.04946996
1,1372,93,655.204301075,1756.08602151
1,1373,641,1730.04056162,1755.4524181
1,1374,96,316.364583333,1761.19791667
1,1375,221,674.239819005,1756.49321267
1,1376,222,1756.22522523,1757.81531532
1,1377,201,1145.50248756,1762.85572139
1,1378,236,1463.44915254,1757.25423729
1,1379,337,1701.29080119,1762.884273
1,1380,276,811.496376812,1764.37318841
1,1381,220,1046.1,1768.06363636
1,1382,365,1668.00273973,1767.07123288
1,1383,262,1022.19847328,1767.83206107
1,1384,279,1686.65591398,1767.26523297
1,1385,267,823.299625468,1771.84269663
1,1386,194,179.324742268,1769.85051546
1,1387,224,261.647321429,1770.70089286
1,1388,290,900.968965517,1772.87586207
1,1389,215,1099.31627907,1774.44651163
1,1390,1249,1712.11128903,1783.29783827
1,1391,242,570.388429752,1781.18181818
1,1392,585,1157.02735043,1786.55555556
1,1393,253,1749.82213439,1782.00790514
1,1394,286,754.58041958,1779.74475524
1,1395,73,886.808219178,1786.42465753
1,1396,52,933.5,1785.86538462
1,1397,734,1671.73024523,1790.05858311
1,1398,224,226.254464286,1788.82142857
1,1399,62,700.790322581,1789.93548387
1,1400,245,975.506122449,1791.4
1,1401,139,517.489208633,1795.94964029
1,1402,775,1690.96258065,1804.28
1,1403,448,1733.43973214,1788.36160714
1,1404,229,853.257641921,1797.4628821
1,1405,200,192.8,1796.205
1,1406,182,885.554945055,1797.19230769
1,1407,40,621.5,1798.0
1,1408,88,740.170454545,1797.10227273
1,1409,305,1635.4,1800.13114754
1,1410,223,1936.59641256,1803.72197309
1,1411,291,921.773195876,1806.84536082
1,1412,205,265.653658537,1807.72682927
1,1413,344,904.781976744,1812.88953488
1,1414,42,88.6666666667,1816.5
1,1415,125,796.656,1811.48
1,1416,354,1595.66666667,1810.9180791
1,1417,140,495.378571429,1819.85714286
1,1418,961,1728.0842872,1819.23413111
1,1419,498,1675.18875502,1819.41967871
1,1420,176,1780.8125,1820.33522727
1,1421,104,857.019230769,1822.08653846
1,1422,242,638.863636364,1822.15702479
1,1423,59,85.5423728814,1826.40677966
1,1424,98,820.102040816,1828.24489796
1,1425,129,1561.35658915,1822.96124031
1,1426,139,665.122302158,1827.94244604
1,1427,169,761.75147929,1829.93491124
1,1428,115,167.313043478,1827.88695652
1,1429,63,1555.58730159,1827.36507937
1,1430,448,1698.36830357,1829.69642857
1,1431,160,96.825,1829.9375
1,1432,265,917.618867925,1828.38113208
1,1433,287,988.885017422,1832.70383275
1,1434,58,877.793103448,1835.10344828
1,1435,72,796.666666667,1834.33333333
1,1436,62,32.9516129032,1835.0
1,1437,148,817.074324324,1838.64189189
1,1438,219,997.602739726,1842.26940639
1,1439,933,1153.4812433,1840.32368703
1,1440,262,967.515267176,1844.21374046
1,1441,124,480.362903226,1844.17741935
1,1442,268,1010.90671642,1843.67164179
1,1443,398,1725.54020101,1848.57537688
1,1444,156,538.814102564,1854.33333333
1,1445,168,1996.07142857,1862.41071429
1,1446,594,861.973063973,1852.92255892
1,1447,174,747.206896552,1848.17816092
1,1448,407,1708.74938575,1853.24570025
1,1449,135,1164.3037037,1854.77037037
1,1450,222,453.864864865,1855.43693694
1,1451,248,1694.84677419,1859.75806452
1,1452,77,1783.53246753,1857.02597403
1,1453,377,1665.03183024,1854.70822281
